sample	probe_id	CpG_meth	CpG_total	CpG_frac	nonCpG_meth	nonCpG_total	nonCpG_frac	n_reads	n_reads_with_CpG
V12_S14	cg06530490	38916	1766804	0.0220262	63612	4181006	0.0152145	113910	113910
V12_S14	cg06590173	2796	94935	0.0294517	12740	783047	0.0162698	21064	21052
V12_S14	cg06825142	1002608	6430846	0.155906	254251	17707032	0.0143588	460050	459875
V12_S14	cg06962944	56475	983577	0.057418	40853	2424730	0.0168485	67069	67069
V12_S14	cg07790615	142092	5166305	0.0275036	145183	9794413	0.014823	285027	285027
V12_S14	cg07915921	34472	503302	0.0684917	16871	1169063	0.0144312	30838	30838
V12_S14	cg08382226	107489	2434386	0.0441545	110593	7391651	0.0149619	206493	206456
V12_S14	cg08548396	306817	1075547	0.285266	61475	3187061	0.0192889	93237	93222
V12_S14	cg08566455	17415	254777	0.0683539	5482	474398	0.0115557	10289	10289
V12_S14	cg08862890	13205	1049162	0.0125862	37560	2874927	0.0130647	73083	73083
V12_S14	cg08934785	8198	312366	0.0262449	22190	1498320	0.0148099	37917	37917
V12_S14	cg09250933	21841	346262	0.0630765	22409	1536123	0.014588	39930	39930
V12_S14	cg09493505	97284	5116148	0.0190151	180689	11932505	0.0151426	319431	319431
V12_S14	cg10143067	64784	1375251	0.047107	68046	4430282	0.0153593	129148	129147
V12_S14	cg10249375	63261	2043291	0.0309603	102496	6445634	0.0159016	163155	163155
V12_S14	cg10512745	855122	14192786	0.0602505	722811	44249875	0.0163348	1272905	1272780
V12_S14	cg11014373	49620	1239348	0.0400372	62033	3472949	0.0178618	95500	95490
V12_S14	cg11017065	9005	674216	0.0133563	29289	1824301	0.0160549	49048	49042
V12_S14	cg11314310	328397	362235	0.906586	21587	1092788	0.0197541	33566	33566
V12_S14	cg11561737	143237	2785802	0.0514168	112327	6375429	0.0176187	191979	191979
V12_S14	cg11601252	927584	16298527	0.0569121	677441	45062464	0.0150334	1224676	1224537
V12_S14	cg11660826	3991	323360	0.0123423	13776	802712	0.0171618	24825	24825
V12_S14	cg11942956	8090	393344	0.0205672	10007	724533	0.0138117	18092	18092
V12_S14	cg11957331	222291	2554828	0.0870082	98465	6258009	0.0157342	164137	164137
V12_S14	cg12042659	3281	38966	0.0842016	1932	132914	0.0145357	3479	3479
V12_S14	cg12074025	8257	767855	0.0107533	28254	2076055	0.0136095	55930	55930
V12_S14	cg12483476	276234	3898087	0.070864	113190	7144684	0.0158425	195992	195992
V12_S14	cg12528056	308193	361232	0.853172	16834	862135	0.0195259	24075	24075
V12_S14	cg12928379	172395	1116428	0.154417	44260	3056441	0.0144809	79602	79573
V12_S14	cg12974388	923105	16016278	0.0576354	705595	47936825	0.0147193	1294176	1293406
V12_S14	cg13314145	334158	6812834	0.0490483	191273	13420352	0.0142525	361387	361387
V12_S14	cg13592399	90097	3775386	0.0238643	196265	12637278	0.0155306	328813	328793
V12_S14	cg13840308	180098	198804	0.905907	16570	757179	0.0218839	24393	24393
V12_S14	cg13912117	253744	6988741	0.0363075	298170	20047363	0.0148733	523872	523871
V12_S14	cg13939859	17943	592076	0.0303052	18138	1122982	0.0161516	33109	33108
V12_S14	cg13958426	4105	254601	0.0161233	12704	809786	0.0156881	23906	23906
V12_S14	cg14038391	66035	1660889	0.0397588	49087	3798798	0.0129217	97161	97161
V12_S14	cg14050824	275574	338425	0.814284	22296	1342081	0.016613	32192	32192
V12_S14	cg14123923	91240	3276380	0.0278478	90267	5951476	0.0151672	173695	173695
V12_S14	cg14168530	262098	5210742	0.0502996	192813	12804410	0.0150583	348565	348565
V12_S14	cg14186641	116118	6261297	0.0185454	192852	12754719	0.0151201	365179	365179
V12_S14	cg14327531	4914	211144	0.0232732	13074	761971	0.0171581	22532	22532
V12_S14	cg14394692	1233987	4036576	0.305701	159050	9703147	0.0163916	260717	260715
V12_S14	cg14458834	2064	240556	0.00858012	6153	625395	0.00983858	12187	12187
V12_S14	cg14473102	13002	517444	0.0251274	13439	742093	0.0181096	22305	22305
V12_S14	cg14489801	2301	21874	0.105193	1360	137928	0.00986022	3441	3441
V12_S14	cg14712186	102972	3431304	0.0300096	103114	6490142	0.0158878	191447	191432
V12_S14	cg14743594	986322	3641281	0.270872	123227	7312030	0.0168526	197331	197331
V12_S14	cg14861089	21448	751667	0.0285339	23442	1410202	0.0166232	39231	39231
V12_S14	cg15044248	9069	757966	0.0119649	28380	2186955	0.0129769	54158	54158
V12_S14	cg15267232	6778	404641	0.0167507	12657	878396	0.0144092	23275	23275
V12_S14	cg15467646	268231	1482220	0.180966	64681	3677717	0.0175873	96863	96863
V12_S14	cg15576900	42305	2222054	0.0190387	80783	5525867	0.0146191	155279	155276
V12_S14	cg15778437	66507	1448078	0.0459278	65430	4180982	0.0156494	110004	110004
V12_S14	cg15836635	92885	2509849	0.0370082	129872	8287489	0.0156709	224802	224802
V12_S14	cg15994026	12462	1654027	0.00753434	68475	4570818	0.0149809	117778	117778
V12_S14	cg16150752	186358	3241656	0.0574885	86548	6155009	0.0140614	163552	163552
V12_S14	cg16328106	12037	227830	0.0528333	7987	604888	0.0132041	18818	18818
V12_S14	cg16732616	16938	527869	0.0320875	14281	903686	0.0158031	25151	25151
V12_S14	cg16779463	32449	2659900	0.0121993	98566	7666787	0.0128562	190240	190240
V12_S14	cg16926316	253316	288636	0.877631	21229	1170360	0.0181389	26671	26671
V12_S14	cg17031478	13079	592767	0.0220643	17980	1268198	0.0141776	34508	34508
V12_S14	cg17712694	18643	317883	0.0586474	8703	607365	0.0143291	16090	16090
V12_S14	cg17774001	188183	218405	0.861624	24275	1442813	0.0168248	39769	39769
V12_S14	cg17812788	7557	394467	0.0191575	12212	881378	0.0138556	22352	22352
V12_S14	cg17839237	1628	144137	0.0112948	5384	469753	0.0114613	11605	11605
V12_S14	cg17872757	25780	1957813	0.0131678	85998	5293319	0.0162465	142136	142126
V12_S14	cg17969084	17675	1495395	0.0118196	69155	4463934	0.0154919	127231	127231
V12_S14	cg18091469	3103	81613	0.0380209	5107	306005	0.0166893	8403	8403
V12_S14	cg18206027	15079	804719	0.0187382	28292	1882045	0.0150326	50244	50244
V12_S14	cg18621142	333942	386460	0.864105	29446	1738704	0.0169356	47986	47986
V12_S14	cg18751958	236083	272498	0.866366	19212	905481	0.0212175	20984	20984
V12_S14	cg18816098	6980	387962	0.0179915	21183	1147188	0.0184652	30846	30846
V12_S14	cg19497031	90962	3274975	0.0277749	90532	5958447	0.0151939	173989	173989
V12_S14	cg19807257	1365	15084	0.0904932	659	49407	0.0133382	1112	1112
V12_S14	cg19882915	351617	386737	0.909189	25529	1740802	0.0146651	42044	42044
V12_S14	cg20072442	113489	3630978	0.0312558	148534	10032990	0.0148046	274486	274486
V12_S14	cg20079899	64427	2377190	0.0271022	85609	5700180	0.0150186	156632	156632
V12_S14	cg20183619	217084	5758782	0.0376962	262474	18052163	0.0145398	464179	464151
V12_S14	cg20295992	161697	3668674	0.0440751	166471	11150413	0.0149296	310970	310915
V12_S14	cg20449590	22229	281258	0.0790342	14701	670367	0.0219298	24347	24347
V12_S14	cg20690085	237780	264518	0.898918	24943	1382996	0.0180355	35363	35363
V12_S14	cg20872937	260464	6006752	0.0433619	233857	15823606	0.014779	408662	408662
V12_S14	cg20980783	163554	6616832	0.0247179	239079	15368904	0.015556	420558	420557
V12_S14	cg21038156	143523	4448043	0.0322665	139795	9348134	0.0149543	267553	267552
V12_S14	cg21039708	21230	375006	0.0566124	16130	1079561	0.0149413	27749	27749
V12_S14	cg21185289	390402	7872940	0.0495878	331374	21984585	0.015073	579450	579381
V12_S14	cg21277995	250643	8651304	0.0289717	275620	17370330	0.0158673	493239	493239
V12_S14	cg21790626	22160	385651	0.0574613	16261	976514	0.0166521	27428	27428
V12_S14	cg21898844	244301	266392	0.917073	26220	1509105	0.0173745	39325	39309
V12_S14	cg21929943	83610	2446269	0.0341786	95385	6695585	0.014246	170617	170617
V12_S14	cg22231056	4417	350761	0.0125926	16858	1032679	0.0163245	28749	28749
V12_S14	cg22399133	24469	367925	0.0665054	14408	1041279	0.0138368	26548	26548
V12_S14	cg22868282	73083	2109360	0.034647	93079	5598946	0.0166244	165953	165953
V12_S14	cg23026864	26972	641233	0.0420627	20085	1457041	0.0137848	37864	37864
V12_S14	cg23164203	3804	518340	0.00733881	32124	1946732	0.0165015	50333	50333
V12_S14	cg23871697	293181	325725	0.900087	25340	1413012	0.0179333	31309	31309
V12_S14	cg23912454	2659	381023	0.00697858	13719	984311	0.0139377	25138	25138
V12_S14	cg23960736	31810	44029	0.722478	19114	1447012	0.0132093	39143	38186
V12_S14	cg24221648	11363	575051	0.01976	17243	1146744	0.0150365	30707	30707
V12_S14	cg24292235	8758	932783	0.00938911	45426	2624087	0.0173112	70878	70878
V12_S14	cg24416513	18273	671306	0.0272201	14119	800735	0.0176326	26343	26343
V12_S14	cg24507921	1030	137728	0.00747851	12539	896533	0.0139861	22115	22115
V12_S14	cg24632241	3870	121596	0.0318267	4810	336189	0.0143074	9198	9198
V12_S14	cg24761507	1014653	18913833	0.0536461	996019	63327892	0.015728	1755686	1755150
V12_S14	cg24831879	339011	372701	0.909606	30422	1755779	0.0173268	39819	39819
V12_S14	cg25200152	4624	187323	0.0246846	9663	689358	0.0140174	20011	20011
V12_S14	cg25875213	17572	1210234	0.0145195	52541	3253502	0.0161491	97324	97324
V12_S14	cg25884711	134232	3721438	0.0360699	173358	11174880	0.0155132	299400	299385
V12_S14	cg26121782	32942	736729	0.0447139	26197	1525504	0.0171727	43764	43764
V12_S14	cg26682580	195657	5755346	0.0339957	229359	15114745	0.0151745	392264	392264
V12_S14	cg27200446	881184	4726154	0.186448	232653	14077391	0.0165267	373163	373163
V12_S14	cg27393010	23397	354729	0.0659574	17110	1014888	0.016859	26935	26935
V12_S14	cg27577527	2112	282274	0.00748209	17601	1066226	0.0165078	27501	27501
V12_S1	cg00002719	501	38305	0.0130792	282	124044	0.00227339	3612	3612
V12_S1	cg00469207	3480	137427	0.0253225	888	389329	0.00228085	9608	9608
V12_S1	cg00582524	6357	179014	0.0355112	675	538985	0.00125235	14590	14590
V12_S1	cg00995986	5939	68779	0.086349	734	364528	0.00201356	10161	10121
V12_S1	cg01163404	89955	109187	0.823862	2564	563137	0.00455307	14884	14884
V12_S1	cg01419831	148963	1292440	0.115257	11242	3863890	0.0029095	106923	106923
V12_S1	cg01452847	6024	259955	0.0231732	1262	545983	0.00231143	15064	15064
V12_S1	cg01576677	18861	587872	0.0320835	2911	1310143	0.00222189	35075	35075
V12_S1	cg02467990	14085	1243025	0.0113312	7201	2963685	0.00242975	78194	78194
V12_S1	cg02511231	236922	5438961	0.0435602	34890	14018675	0.00248882	372157	372155
V12_S1	cg02571204	128630	135018	0.952688	1934	487465	0.00396746	14531	14529
V12_S1	cg02699898	137233	160388	0.855631	6752	621107	0.0108709	14946	14946
V12_S1	cg02919936	164072	3506253	0.0467941	26019	9891056	0.00263056	260225	260225
V12_S1	cg03011535	77337	1540506	0.0502023	8563	3958575	0.00216315	106002	106002
V12_S1	cg03217795	3642	730014	0.00498895	2943	1566607	0.00187858	40536	40536
V12_S1	cg03257575	49012	507171	0.096638	4699	1632692	0.00287807	37069	37069
V12_S1	cg03401096	25881	1175330	0.0220202	7225	2814631	0.00256694	76372	76372
V12_S1	cg03502002	5721	156934	0.0364548	1234	346896	0.00355726	9259	9259
V12_S1	cg03563667	1096	256390	0.00427474	2160	585261	0.00369066	13911	13911
V12_S1	cg03735888	56864	522208	0.108891	3061	1796321	0.00170404	46512	46512
V12_S1	cg04123776	5638	325728	0.0173089	1712	1029956	0.00166221	24882	24882
V12_S1	cg04261408	1168	198561	0.00588232	1104	557268	0.00198109	14941	14941
V12_S1	cg04281464	70397	571819	0.123111	3098	1773647	0.00174668	45336	45336
V12_S1	cg04869380	63597	73868	0.860955	1693	776440	0.00218046	15980	15947
V12_S1	cg04904331	8503	779929	0.0109023	4333	1853571	0.00233765	48911	48911
V12_S1	cg05057720	7532	273940	0.0274951	2391	624399	0.00382928	16522	16522
V12_S1	cg05166490	59320	1969836	0.0301142	8382	4248257	0.00197304	114002	114002
V12_S1	cg05302386	22549	1251922	0.0180115	9650	3850245	0.00250633	97464	97464
V12_S1	cg05374412	28282	1285567	0.0219996	9234	3750326	0.00246219	92532	92532
V12_S1	cg05377226	4902	548780	0.00893254	3283	1535784	0.00213767	37419	37419
V12_S1	cg05917460	47636	1660752	0.0286834	13035	5672477	0.00229794	145175	145175
V12_S1	cg06013113	130216	153505	0.848285	4773	748075	0.00638038	16425	16425
V12_S1	cg06382344	60174	1492549	0.0403163	6104	2441263	0.00250035	69133	69133
V12_S1	cg06463958	122440	3630695	0.0337236	25993	11235433	0.00231348	292777	292777
V12_S1	cg06530490	19790	926887	0.021351	4993	2187420	0.0022826	58545	58545
V12_S1	cg06590173	4227	44067	0.0959221	978	376739	0.00259596	9883	9870
V12_S1	cg06825142	369714	2155120	0.171551	15172	6120326	0.00247895	154272	154102
V12_S1	cg06962944	43566	869976	0.0500772	5075	2233658	0.00227206	59654	59654
V12_S1	cg07790615	48617	2247480	0.0216318	11205	4472439	0.00250534	124638	124638
V12_S1	cg07915921	14921	261974	0.056956	1640	625158	0.00262334	16126	16126
V12_S1	cg08382226	80050	2040516	0.0392303	12636	6451184	0.00195871	177535	177508
V12_S1	cg08548396	180757	553815	0.326385	6003	1674355	0.00358526	48004	48002
V12_S1	cg08566455	6101	87691	0.0695738	375	169347	0.00221439	3658	3658
V12_S1	cg08862890	4181	444525	0.00940555	4004	1297770	0.00308529	31841	31841
V12_S1	cg08934785	3750	150371	0.0249383	1612	734510	0.00219466	18712	18712
V12_S1	cg09250933	11391	148242	0.0768406	755	663794	0.0011374	16837	16837
V12_S1	cg09493505	10982	973173	0.0112847	5536	2311559	0.00239492	61090	61090
V12_S1	cg10143067	27658	683360	0.0404735	4596	2170357	0.00211762	63243	63243
V12_S1	cg10249375	27577	853960	0.0322931	5732	2692296	0.00212904	69007	69007
V12_S1	cg10512745	334981	7035401	0.0476136	55728	22046346	0.00252777	626689	626577
V12_S1	cg11014373	22057	613666	0.035943	5756	1761783	0.00326714	47521	47477
V12_S1	cg11017065	4485	638013	0.00702964	4577	1762654	0.00259665	46886	46886
V12_S1	cg11314310	154034	176313	0.873639	2817	542340	0.00519416	16677	16677
V12_S1	cg11561737	59650	1331461	0.0448004	7721	3117504	0.00247666	93153	93153
V12_S1	cg11601252	388985	7266494	0.0535313	50846	20788909	0.00244582	561926	561781
V12_S1	cg11660826	1253	131743	0.00951094	776	387912	0.00200045	10560	10560
V12_S1	cg11942956	1282	188616	0.00679688	801	354381	0.00226028	8706	8706
V12_S1	cg11957331	117716	1137049	0.103528	7377	2939618	0.00250951	74353	74353
V12_S1	cg12042659	4350	40190	0.108236	261	137890	0.00189281	3589	3589
V12_S1	cg12074025	1773	368604	0.00481004	3476	1041975	0.00333597	27492	27491
V12_S1	cg12483476	109676	1786600	0.0613881	11270	3424037	0.00329144	90854	90854
V12_S1	cg12528056	141999	167319	0.848672	1447	397757	0.0036379	10892	10892
V12_S1	cg12928379	156158	904643	0.172618	6580	2577803	0.00255256	64982	64906
V12_S1	cg12974388	382975	7253252	0.0528005	55957	22730454	0.00246176	612263	611553
V12_S1	cg13314145	127396	2927814	0.0435123	14182	5976222	0.00237307	158459	158459
V12_S1	cg13592399	35589	1902534	0.0187061	16029	6676196	0.00240092	169011	168975
V12_S1	cg13840308	94572	105631	0.895305	2266	394404	0.00574538	12713	12713
V12_S1	cg13912117	92981	3288444	0.0282751	23882	9523460	0.0025077	249223	249220
V12_S1	cg13939859	13968	563843	0.0247729	2910	1083039	0.00268688	31793	31793
V12_S1	cg13958426	3444	261884	0.0131509	2135	846837	0.00252115	24747	24747
V12_S1	cg14038391	24985	706209	0.035379	4518	1725493	0.00261838	43452	43452
V12_S1	cg14050824	123640	150069	0.823888	1685	588913	0.0028612	14064	14064
V12_S1	cg14123923	65419	3152753	0.0207498	13542	5710244	0.00237153	166004	166004
V12_S1	cg14168530	101250	2354970	0.0429942	12100	5920055	0.0020439	157084	157084
V12_S1	cg14186641	30366	2419697	0.0125495	14993	5269488	0.00284525	146142	146142
V12_S1	cg14327531	2327	128591	0.0180961	734	452291	0.00162285	13139	13139
V12_S1	cg14394692	517664	1695559	0.305306	14198	4169544	0.00340517	107873	107873
V12_S1	cg14458834	574	79303	0.00723806	413	218954	0.00188624	4145	4145
V12_S1	cg14473102	1760	170622	0.0103152	546	247534	0.00220576	7308	7308
V12_S1	cg14489801	507	10489	0.0483364	72	67897	0.00106043	1641	1641
V12_S1	cg14712186	34003	1349557	0.0251957	7311	2600303	0.0028116	76173	76173
V12_S1	cg14743594	430926	1601878	0.269013	11187	3243919	0.00344861	85426	85426
V12_S1	cg14861089	10148	312192	0.0325056	1106	582842	0.0018976	16581	16581
V12_S1	cg15044248	4827	690683	0.00698873	3461	1991255	0.0017381	49276	49276
V12_S1	cg15267232	4843	162944	0.0297219	897	363048	0.00247075	9424	9424
V12_S1	cg15467646	119216	710381	0.16782	8093	1832227	0.00441703	46926	46926
V12_S1	cg15576900	13072	939397	0.0139153	9139	2522895	0.00362243	68784	68784
V12_S1	cg15778437	33088	618144	0.053528	3793	1825380	0.00207792	47389	47389
V12_S1	cg15836635	36020	1231050	0.0292596	10010	4012324	0.00249481	108756	108756
V12_S1	cg15994026	5734	896963	0.00639268	4928	2458017	0.00200487	62235	62235
V12_S1	cg16150752	85855	1288490	0.0666323	4891	2519856	0.00194098	66043	66043
V12_S1	cg16328106	1030	113420	0.00908129	1288	311580	0.00413377	9060	9060
V12_S1	cg16732616	3369	134778	0.0249967	1411	228887	0.00616461	6227	6227
V12_S1	cg16779463	5806	863381	0.00672473	4339	2486937	0.00174472	61548	61548
V12_S1	cg16926316	95016	110749	0.85794	1597	472561	0.00337946	10664	10664
V12_S1	cg17031478	2977	198974	0.0149618	920	468778	0.00196255	11997	11997
V12_S1	cg17712694	19055	285363	0.0667746	1204	557475	0.00215974	14622	14622
V12_S1	cg17774001	70608	82929	0.851427	1965	565542	0.00347454	15342	15342
V12_S1	cg17812788	1781	158940	0.0112055	822	360347	0.00228113	8860	8860
V12_S1	cg17839237	696	92703	0.00750785	767	313314	0.00244802	7236	7236
V12_S1	cg17872757	4113	606531	0.00678119	4284	1677459	0.00255386	44528	44528
V12_S1	cg17969084	4165	654373	0.00636487	4345	1940781	0.00223879	55091	55067
V12_S1	cg18091469	1321	37928	0.0348291	329	158783	0.00207201	3843	3843
V12_S1	cg18206027	8208	736677	0.0111419	4317	1749272	0.00246788	46117	46117
V12_S1	cg18621142	127846	158183	0.808216	1294	719277	0.00179903	19071	19071
V12_S1	cg18751958	149373	175856	0.849405	4605	588997	0.00781838	13417	13417
V12_S1	cg18816098	2214	196543	0.0112647	1201	576561	0.00208304	15236	15236
V12_S1	cg19497031	34	2511	0.0135404	11	4802	0.00229071	139	139
V12_S1	cg19807257	1384	14482	0.0955669	141	45424	0.00310409	1042	1042
V12_S1	cg19882915	164354	183897	0.893729	1301	829265	0.00156886	20339	20339
V12_S1	cg20072442	55310	1645444	0.033614	12654	4699874	0.00269241	126406	126406
V12_S1	cg20079899	18054	1060498	0.0170241	6552	2664034	0.00245943	70861	70861
V12_S1	cg20183619	70521	2546403	0.0276944	16233	8180695	0.00198431	205706	205706
V12_S1	cg20295992	20156	515568	0.0390947	3152	1632661	0.00193059	44975	44967
V12_S1	cg20449590	21132	114134	0.185151	2028	307425	0.00659673	9746	9746
V12_S1	cg20690085	97272	111623	0.871433	2414	610715	0.00395274	14722	14722
V12_S1	cg20872937	126363	3039728	0.0415705	17006	8127250	0.00209247	206967	206967
V12_S1	cg20980783	55405	3055110	0.0181352	18437	7285769	0.00253055	197802	197802
V12_S1	cg21038156	75856	2092478	0.0362518	11187	4586719	0.002439	129832	129832
V12_S1	cg21039708	15378	202862	0.0758052	1232	588648	0.00209293	15006	15006
V12_S1	cg21185289	154658	3317586	0.0466176	20717	9443268	0.00219384	244038	243992
V12_S1	cg21277995	87800	3537269	0.0248214	20893	7465866	0.00279847	205339	205339
V12_S1	cg21790626	4108	178619	0.0229987	1085	468820	0.00231432	12835	12835
V12_S1	cg21898844	81945	92570	0.885222	1883	528352	0.00356391	13733	13733
V12_S1	cg21929943	26231	1033691	0.0253761	6431	2931750	0.00219357	72317	72317
V12_S1	cg22231056	1707	158171	0.0107921	1266	452396	0.00279843	13080	13080
V12_S1	cg22399133	4190	146828	0.0285368	1256	427925	0.00293509	10548	10548
V12_S1	cg22868282	26193	1046684	0.0250247	5121	2782557	0.00184039	82016	82016
V12_S1	cg23026864	7762	264952	0.0292959	974	614406	0.00158527	15763	15763
V12_S1	cg23164203	500	133241	0.0037526	1102	502208	0.00219431	12944	12944
V12_S1	cg23871697	130246	146991	0.886081	3144	614462	0.00511667	13848	13848
V12_S1	cg23912454	705	201335	0.00350163	1507	512037	0.00294315	12953	12953
V12_S1	cg23960736	15160	22801	0.664883	1299	727632	0.00178524	19249	18654
V12_S1	cg24221648	4426	256615	0.0172476	1069	502008	0.00212945	13382	13382
V12_S1	cg24292235	5196	524447	0.00990758	2956	1482210	0.00199432	39572	39572
V12_S1	cg24416513	9579	320179	0.0299176	1849	401237	0.00460825	12822	12822
V12_S1	cg24507921	376	67316	0.0055856	656	431267	0.0015211	11160	11160
V12_S1	cg24632241	3933	115999	0.0339055	921	329786	0.00279272	8870	8870
V12_S1	cg24761507	382465	8293573	0.0461158	66731	28543450	0.00233787	772786	772589
V12_S1	cg24831879	142013	165956	0.855727	3496	814687	0.00429122	17691	17691
V12_S1	cg25200152	2003	84533	0.0236949	1295	321806	0.00402416	8952	8952
