sample	cg00002719	cg00469207	cg00582524	cg00995986	cg01163404	cg01419831	cg01452847	cg01576677	cg02467990	cg02511231	cg02571204	cg02699898	cg02919936	cg03011535	cg03217795	cg03257575	cg03401096	cg03502002	cg03563667	cg03735888	cg04123776	cg04261408	cg04281464	cg04869380	cg04904331	cg05057720	cg05166490	cg05302386	cg05374412	cg05377226	cg05917460	cg06013113	cg06382344	cg06463958	cg06530490	cg06590173	cg06825142	cg06962944	cg07790615	cg07915921	cg08382226	cg08548396	cg08566455	cg08862890	cg08934785	cg09250933	cg09493505	cg10143067	cg10249375	cg10512745	cg11014373	cg11017065	cg11314310	cg11561737	cg11601252	cg11660826	cg11942956	cg11957331	cg12042659	cg12074025	cg12483476	cg12528056	cg12928379	cg12974388	cg13314145	cg13592399	cg13840308	cg13912117	cg13939859	cg13958426	cg14038391	cg14050824	cg14123923	cg14168530	cg14186641	cg14327531	cg14394692	cg14458834	cg14473102	cg14489801	cg14712186	cg14743594	cg14861089	cg15044248	cg15267232	cg15467646	cg15576900	cg15778437	cg15836635	cg15994026	cg16150752	cg16328106	cg16732616	cg16779463	cg16926316	cg17031478	cg17712694	cg17774001	cg17812788	cg17839237	cg17872757	cg17969084	cg18091469	cg18206027	cg18621142	cg18751958	cg18816098	cg19497031	cg19807257	cg19882915	cg20072442	cg20079899	cg20183619	cg20295992	cg20449590	cg20690085	cg20872937	cg20980783	cg21038156	cg21039708	cg21185289	cg21277995	cg21790626	cg21898844	cg21929943	cg22231056	cg22399133	cg22868282	cg23026864	cg23164203	cg23871697	cg23912454	cg23960736	cg24221648	cg24292235	cg24416513	cg24507921	cg24632241	cg24761507	cg24831879	cg25200152	cg25875213	cg25884711	cg26121782	cg26682580	cg27200446	cg27393010	cg27577527
V20_S7	0.00652396	0.0589395	0.0443613	0.0513786	0.856655	0.128567	0.0354664	0.0395577	0.043893	0.0701696	0.938612	0.880115	0.0611272	0.0705661	0.023973	0.0957016	0.0589824	0.0451199	0.0262014	0.131886	0.0352208	0.0240607	0.168414	0.904552	0.0434833	0.0417028	0.0475022	0.030802	0.0373126	0.0207068	0.0393847	0.833819	0.0688954	0.0418167	0.0320483	0.0550634	0.20381	0.0708263	0.0401808	0.0962738	0.0462915	0.331841	0.125816	0.00965563	0.0335962	0.0586448	0.0429495	0.0457905	0.0387144	0.0710551	0.0466321	0.0344802	0.873597	0.0515471	0.0722811	0.0152952	0.0525761	0.139005	0.131579	0.0197646	0.12246	0.880871	0.202416	0.0725785	0.0670132	0.0349857	0.902831	0.0425383	0.0454027	0.00665909	0.052856	0.860485	0.0298998	0.0665247	0.0342992	0.0174231	0.549126	0.00940648	0.0347436	0.0850431	0.0465218	0.395767	0.0323595	0.0264988	0.0641048	0.233383	0.0196775	0.0614257	0.0385529	0.00660874	0.100318	0.0477538	0.0439355	0.0263859	0.869734	0.0266922	0.0988675	0.866658	0.0115356	0.0263188	0.0345114	0.00732144	0.037953	0.041895	0.882696	0.894713	0.0192241	0.0215407	0.0954436	0.906838	0.0446339	0.0260709	0.0449723	0.046462	0.158994	0.913022	0.058572	0.0352742	0.0499637	0.0667292	0.0679486	0.0292673	0.0447212	0.89347	0.0600796	0.00915877	0.0411622	0.0355816	0.0457369	0.0138363	0.918016	0.0167817	0.706994	0.0412723	0.00610613	0.0485017	0.00374485	0.0442363	0.0604424	0.919189	0.018372	0.0232767	0.0504355	0.0478919	0.0474837	0.303225	0.0821737	0.0119663
V20_S8	0.0163409	0.0600864	0.0363305	0.0968907	0.882092	0.129799	0.0217014	0.0366968	0.0342718	0.0707356	0.94305	0.883339	0.0666691	0.0625929	0.0357423	0.104583	0.0681493	0.0478258	0.0192769	0.102158	0.038942	0.0398834	0.177725	0.903317	0.0362561	0.0524202	0.0649341	0.0398566	0.0427056	0.0116258	0.051791	0.886961	0.0743368	0.0502426	0.0238047	0.0689535	0.226327	0.063248	0.0531726	0.0936986	0.0474482	0.292314	0.107843	0.0178838	0.0445319	0.0669504	0.0333474	0.0486304	0.0410156	0.0722015	0.0622558	0.0311191	0.907357	0.0583492	0.0786407	0.0370174	0.0696013	0.11741	0.103562	0.0406041	0.124891	0.852131	0.226342	0.0670882	0.0850001	0.0320358	0.895987	0.0715294	0.0416826	0.0140432	0.0468748	0.867247	0.0339619	0.0695337	0.0257377	0.0367818	0.518684	0.00988054	0.0413845	0.0748096	0.042106	0.423548	0.0286593	0.00743879	0.0663705	0.20423	0.0322649	0.0510894	0.0450602	0.00675281	0.11381	0.013708	0.0399563	0.00801728	0.893794	0.0247146	0.114636	0.898691	0.00910756	0.0266623	0.0303069	0.0164286	0.065976	0.0354043	0.849169	0.888626	0.014112	0.0349472	0.0984687	0.904234	0.0435873	0.0336099	0.049545	0.0475777	0.0966718	0.915621	0.0725296	0.0410235	0.0577794	0.0756085	0.0687358	0.0496931	0.0534164	0.915931	0.0592034	0.0103925	0.0338507	0.0565706	0.0445723	0.0275449	0.925542	0.0102091	0.733314	0.0448229	0.00894914	0.0609289	0.00868655	0.0453441	0.0720512	0.917653	0.0517341	0.0174802	0.0483243	0.0341039	0.0519058	0.225463	0.0705344	0.0280926
V20_S9	0.0272349	0.0757818	0.0502733	0.32437	0.818097	0.143942	0.0471383	0.05808	0.0306089	0.078456	0.93216	0.88743	0.0948925	0.0737793	0.0295204	0.141781	0.0492925	0.0387963	0.0195955	0.115339	0.0375696	0.0156267	0.144528	0.894444	0.030308	0.0647553	0.0686176	0.0377362	0.0432915	0.0729831	0.0522143	0.898089	0.102568	0.0418353	0.0774756	0.41673	0.415759	0.0737235	0.0526308	0.0934473	0.0778023	0.284254	0.111052	0.0419282	0.0592837	0.146585	0.0288138	0.0699968	0.0651682	0.0788103	0.061565	0.0264727	0.898425	0.0795454	0.0845774	0.0721649	0.0476524	0.134825	0.119495	0.0234362	0.123037	0.842724	0.415841	0.0827584	0.0711143	0.0330608	0.889876	0.0408512	0.0563543	0.0279314	0.0773659	0.846117	0.0585768	0.0748009	0.0347715	0.0511735	0.526672	0.0285515	0.0589256	0.166567	0.054498	0.381489	0.0287057	0.0236255	0.0944615	0.284068	0.0673486	0.0903138	0.0457511	0.0533519	0.113822	0.0727121	0.0464014	0.022951	0.901729	0.0420548	0.114522	0.891409	0.0349518	0.0179016	0.0245997	0.0361297	0.306	0.0299367	0.782364	0.877709	0.0139906	0.0536661	0.154241	0.905155	0.0473376	0.042673	0.0512947	0.0775884	0.140602	0.838772	0.0457029	0.0474546	0.0636841	0.0703611	0.0930853	0.0531212	0.0570594	0.893964	0.078418	0.0185247	0.075443	0.0355728	0.0709603	0.0134484	0.915567	0.0225567	0.656671	0.0376538	0.040204	0.0675036	0.0361597	0.046905	0.088948	0.888469	0.0997088	0.0281212	0.0479989	0.0434363	0.049275	0.188616	0.109166	0.0136773
V21_S11	0.496833	0.583611	0.610595	0.455124	0.655694	0.395049	0.0231073	0.328892	0.513951	0.443244	0.924682	0.90073	0.514542	0.117439	0.0888766	0.261847	0.130069	0.613435	0.0450533	0.560757	0.320613	0.738783	0.334741	0.652611	0.514277	0.522948	0.335195	0.0580513	0.0365142	0.369057	0.144158	0.848014	0.0386757	0.371105	0.0414159	0.127839	0.583894	0.116994	0.321284	0.384602	0.258986	0.614926	0.55027	0.440007	0.0256969	0.555703	0.513248	0.30796	0.130816	0.255298	0.205768	0.540966	0.861351	0.0431368	0.29176	0.466531	0.555639	0.266974	0.560599	0.642236	0.534678	0.774603	0.583192	0.0903534	0.0370504	0.152608	0.817358	0.648548	0.327167	0.497959	0.277073	0.681675	0.0925001	0.410514	0.0782778	0.294569	0.717156	0.0114609	0.0215719	0.492401	0.328151	0.682271	0.540848	0.546074	0.478185	0.509579	0.0880375	0.278811	0.454718	0.122702	0.533533	0.667056	0.554744	0.542924	0.662581	0.0248344	0.536847	0.880267	0.0153965	0.0887932	0.541813	0.0120562	0.106515	0.512665	0.716131	0.883445	0.0146304	0.110841	0.268387	0.770198	0.16458	0.640285	0.331252	0.259256	0.550633	0.903007	0.555956	0.429483	0.585898	0.299754	0.287317	0.538136	0.641694	0.842881	0.58075	0.0137563	0.609495	0.0316748	0.179415	0.293824	0.90999	0.321824	0.44588	0.615092	0.478429	0.0280793	0.0233938	0.163518	0.274333	0.747698	0.458032	0.215744	0.56549	0.148527	0.483602	0.414679	0.612863	0.294713
V21_S12	0.0216959	0.0598225	0.0791207	0.0872442	0.886005	0.139945	0.026233	0.0415473	0.047737	0.0853202	0.960857	0.899643	0.0837728	0.0758758	0.0535472	0.126332	0.0486273	0.0435019	0.0176619	0.150623	0.0432365	0.033562	0.19999	0.917463	0.0461216	0.0671511	0.0566566	0.0379184	0.0471476	0.023116	0.0450254	0.914311	0.0716952	0.0587797	0.0295909	0.0688432	0.268961	0.0755599	0.0551321	0.101757	0.0588807	0.399829	0.115112	0.0280174	0.0395189	0.0869078	0.0469946	0.0574034	0.0558958	0.0919759	0.0591177	0.0410513	0.922667	0.0607318	0.0815904	0.040791	0.0752449	0.140852	0.156149	0.0329704	0.155375	0.883148	0.268449	0.082924	0.0811954	0.0342635	0.931671	0.0592426	0.0477401	0.0184299	0.0599645	0.878173	0.044163	0.0857303	0.0247662	0.0317495	0.62809	0.0128341	0.0271834	0.136797	0.0482841	0.511742	0.0382055	0.0224688	0.0653026	0.250984	0.0255025	0.0637091	0.0500172	0.0147253	0.117694	0.0453679	0.055973	0.0214493	0.929203	0.0287553	0.117546	0.906062	0.0192095	0.0467047	0.041943	0.0120372	0.0611856	0.0463753	0.886584	0.919942	0.0297333	0.0513552	0.128925	0.93476	0.050571	0.0500951	0.0699485	0.0590942	0.183324	0.92623	0.0572355	0.0436682	0.0736631	0.0901413	0.0884593	0.0455515	0.0587393	0.927724	0.0643026	0.0123422	0.0528367	0.0381782	0.0752997	0.00932466	0.935662	0.0184199	0.760868	0.0634497	0.021168	0.0263889	0.00821275	0.0502731	0.0786224	0.941325	0.0512506	0.0163531	0.0694745	0.0517685	0.0579263	0.296028	0.11345	0.00876755
V21_S13	0.137887	0.148412	0.181748	0.422205	0.80307	0.285566	0.0464693	0.0580755	0.139789	0.150922	0.915407	0.904502	0.140974	0.164712	0.0721531	0.235929	0.0491059	0.113583	0.0047323	0.282592	0.114976	0.207063	0.239039	0.902865	0.141257	0.201134	0.17204	0.037155	0.131157	0.0543897	0.179907	0.868685	0.107237	0.14116	0.115992	0.41034	0.456659	0.164723	0.221638	0.209322	0.156587	0.495396	0.403751	0.164341	0.163185	0.270762	0.139233	0.181024	0.156885	0.129406	0.0571195	0.138446	0.865126	0.152111	0.172783	0.278263	0.244962	0.237222	0.285186	0.168778	0.273925	0.82906	0.456495	0.108173	0.212203	0.0996296	0.890244	0.176164	0.0966378	0.132617	0.152198	0.81103	0.0618613	0.232529	0.0307425	0.164019	0.624087	0.361563	0.0427787	0.224956	0.0975302	0.540603	0.149974	0.155692	0.272824	0.349897	0.135549	0.143596	0.133383	0.0428489	0.244289	0.236642	0.143812	0.155046	0.894121	0.0340362	0.24685	0.897296	0.0348427	0.0926299	0.137674	0.0293516	0.415909	0.139173	0.815631	0.898477	0.0145981	0.0554703	0.231125	0.913572	0.130024	0.185929	0.115025	0.157574	0.339522	0.846851	0.129172	0.228382	0.139577	0.105662	0.230898	0.225944	0.206591	0.873173	0.146655	0.00706453	0.225958	0.0251211	0.161626	0.0805269	0.922106	0.00641058	0.575001	0.132754	0.11034	0.0460133	0.0241273	0.130274	0.149523	0.859156	0.252107	0.0648074	0.256202	0.278418	0.128053	0.294499	0.185325	0.0811337
V21_S14	0.0230896	0.0762116	0.103515	0.0899866	0.892303	0.164515	0.0502448	0.0785419	0.0563069	0.0916955	0.955712	0.89492	0.0951426	0.072502	0.0331332	0.0999731	0.0732593	0.0691139	0.0286236	0.140873	0.0565802	0.0385217	0.151337	0.921244	0.0568637	0.0620898	0.0807108	0.0451503	0.0407843	0.0219313	0.0655305	0.90211	0.105437	0.0667251	0.0320343	0.0759322	0.325792	0.0724367	0.0746701	0.14957	0.0568155	0.332098	0.15055	0.0158126	0.0530697	0.081667	0.0550258	0.078198	0.0663706	0.101507	0.066119	0.0226611	0.898213	0.0776135	0.107243	0.0509437	0.0733596	0.160263	0.136573	0.0405972	0.23906	0.918719	0.325617	0.0885756	0.121037	0.0366929	0.918915	0.0836011	0.0723053	0.0203352	0.0744751	0.864574	0.0424001	0.100226	0.0279503	0.0508355	0.59443	0.0500067	0.0349507	0.106686	0.0698338	0.5043	0.0361754	0.0216659	0.0778385	0.286427	0.0445292	0.0861485	0.0546876	0.0105275	0.186255	0.0231641	0.116659	0.0205681	0.920157	0.0355431	0.184222	0.90743	0.00670842	0.0384925	0.0232069	0.00855604	0.1501	0.0564401	0.870074	0.907755	0.0198874	0.0538413	0.101745	0.934101	0.0649155	0.0448146	0.0585225	0.0575906	0.210829	0.930114	0.0905546	0.0671929	0.077595	0.13901	0.0998586	0.0424898	0.0481671	0.925203	0.0788664	0.00300663	0.0352951	0.0446919	0.142513	0.022666	0.940376	0.021677	0.663491	0.0568842	0.0146626	0.0565343	0.00763344	0.0629391	0.0858032	0.940913	0.0551004	0.0210642	0.0845527	0.0427918	0.064262	0.289651	0.0790983	0.0212751
V21_S15	0.0378798	0.104584	0.0839762	0.172686	0.871194	0.183918	0.0309422	0.0785369	0.0771056	0.0965544	0.942471	0.905952	0.137036	0.0903023	0.116073	0.170994	0.0997299	0.0697283	0.0159569	0.218328	0.0749829	0.109142	0.225673	0.917654	0.0735368	0.0998095	0.135068	0.0493273	0.0670457	0.0396722	0.0862787	0.886594	0.0944573	0.0812442	0.0641117	0.156841	0.376859	0.0905427	0.0825793	0.14345	0.0928336	0.385245	0.217695	0.105268	0.0517021	0.125852	0.0743207	0.0858848	0.091867	0.106758	0.0834055	0.0864473	0.893705	0.0947014	0.113096	0.120684	0.115495	0.200496	0.212096	0.100598	0.150704	0.891069	0.377869	0.0919644	0.0978041	0.0537474	0.913211	0.100168	0.0484409	0.0406518	0.105308	0.878298	0.0569288	0.119944	0.0359181	0.0505093	0.594389	0.0137152	0.0374149	0.167941	0.0482272	0.499231	0.0682757	0.0800462	0.106198	0.265283	0.0794952	0.0940267	0.0977531	0.0593601	0.120737	0.133827	0.0898591	0.0803383	0.92221	0.028474	0.122359	0.897558	0.0208775	0.053888	0.0838087	0.024846	0.0759088	0.0750904	0.851126	0.911552	0.0191971	0.0610906	0.17244	0.921414	0.0800621	0.123134	0.0833671	0.0924626	0.129864	0.905528	0.0913367	0.12236	0.104386	0.121489	0.124468	0.102708	0.163978	0.908181	0.101492	0.0140001	0.111339	0.0627544	0.0880624	0.00965439	0.939163	0.0326367	0.705698	0.0655291	0.0529701	0.050479	0.0235319	0.0801798	0.111496	0.923222	0.111275	0.0667384	0.0991964	0.123896	0.0934812	0.280733	0.152676	0.00984221
V23_S1	0.011946	0.0722998	0.0510955	0.0873537	0.859286	0.147999	0.016955	0.0282714	0.0289373	0.0446977	0.944938	0.881993	0.0608343	0.0504716	0.010478	0.0997859	0.010244	0.0151938	0.00384734	0.100101	0.0208366	0.030544	0.117428	0.86521	0.0284863	0.0172075	0.0378429	0.0168665	0.0223032	0.00298757	0.0352615	0.862807	0.0330569	0.0462826	0.0133961	0.0455213	0.184978	0.0507007	0.0322285	0.0917527	0.042476	0.351734	0.0821844	0.00852066	0.0227298	0.0827669	0.0289959	0.0535218	0.0310319	0.0577433	0.0331929	0.04134	0.949197	0.0426421	0.0553755	0.080296	0.073684	0.109392	0.100844	0.0192834	0.0856129	0.847185	0.18466	0.0466327	0.0685803	0.0174281	0.933127	0.055696	0.0220297	0.0108829	0.0482253	0.854844	0.0172843	0.0612548	0.00716934	0.00850539	0.379863	0.00681914	0.0131635	0.0762962	0.0221842	0.284021	0.0390334	0.0552953	0.00823544	0.18611	0.0141965	0.0568704	0.0435696	0.00418219	0.0736913	0.132544	0.0327837	0.0534458	0.896888	0.0209747	0.0726418	0.8746	0.0131196	0.0178898	0.0411849	0.0029785	0.0538849	0.029514	0.895269	0.894672	0.0135943	0.0212932	0.0957639	0.913116	0.0417043	0.0390651	0.0490334	0.0426872	0.103517	0.925874	0.0353863	0.02901	0.0574546	0.077927	0.0611013	0.0442643	0.0271412	0.949096	0.0718035	0.00403411	0.0844296	0.0344586	0.0447019	0.0176703	0.883256	0.00406679	0.669145	0.0197461	0.00588541	0.017721	0.00197234	0.0390398	0.0566115	0.902792	0.0354328	0.00339604	0.0569441	0.0294211	0.0325668	0.214046	0.0594083	0.0180731
V23_S3	0.0104773	0.0370316	0.034905	0.040298	0.899859	0.10921	0.0162429	0.0350147	0.0157625	0.0495001	0.955817	0.900018	0.0477189	0.049142	0.00953044	0.0674673	0.0215314	0.0390583	0.015278	0.0755031	0.0268702	0.0150309	0.0775929	0.900615	0.015956	0.0312936	0.0290863	0.0218632	0.0332769	0.011757	0.0259175	0.891354	0.0337931	0.0379525	0.0113048	0.0393478	0.119085	0.0493994	0.0369605	0.0654273	0.0345598	0.178908	0.0937921	0.010838	0.0292582	0.0609026	0.015821	0.0379106	0.0297113	0.0583328	0.0338498	0.0110424	0.900523	0.0365296	0.0559017	0.0143689	0.0287	0.0652207	0.0741731	0.00962698	0.0830106	0.906958	0.118741	0.0541277	0.0513666	0.0154182	0.94937	0.0357965	0.0263195	0.0100857	0.0301292	0.888881	0.0248089	0.0425877	0.0158406	0.0197615	0.322892	0.00645004	0.0159369	0.0614083	0.0258404	0.314731	0.0584872	0.0106178	0.0144944	0.16684	0.0175489	0.0444508	0.0295635	0.00501391	0.0833458	0.00722498	0.0304006	0.010458	0.894083	0.0134666	0.0837641	0.877541	0.0135823	0.00887445	0.0116865	0.00607578	0.0366968	0.0159324	0.88828	0.862494	0.0182691	0.024889	0.0649067	0.91929	0.0324019	0.0250491	0.0459427	0.0347289	0.179525	0.931882	0.030447	0.0250612	0.0307467	0.067631	0.0422711	0.0316324	0.00892249	0.926789	0.037349	0.0139387	0.0144239	0.0210948	0.0588906	0.00641188	0.910668	0.00596654	0.781115	0.021049	0.00716403	0.0308437	0.00583227	0.0317306	0.0470653	0.895483	0.0356725	0.00748704	0.0361376	0.0373887	0.0409169	0.192328	0.0599884	0.00631107
V23_S6	0.00751063	0.0327829	0.034558	0.083133	0.864329	0.103775	0.0270985	0.0388705	0.0202869	0.0525645	0.94835	0.882394	0.0555299	0.0621345	0.0131178	0.0871104	0.027616	0.0375972	0.013083	0.0561633	0.0270803	0.0192106	0.100005	0.903575	0.0201126	0.0367304	0.0328986	0.0234154	0.0327074	0.0161304	0.0334039	0.878204	0.0433161	0.037838	0.0210703	0.0852318	0.165361	0.0624668	0.0295299	0.0736442	0.0438809	0.25266	0.0585669	0.0123916	0.0318396	0.0781619	0.0200651	0.0464016	0.0366014	0.0619737	0.0512583	0.0132983	0.912427	0.0542567	0.0573876	0.0129659	0.022068	0.0835841	0.0560831	0.0114	0.0719019	0.877293	0.16545	0.0520293	0.0464849	0.0215576	0.941882	0.0345231	0.02944	0.00885645	0.0377385	0.858065	0.0296404	0.0562179	0.017161	0.0156828	0.302348	0.0101323	0.020112	0.0859361	0.0304179	0.258373	0.0201984	0.0109242	0.0163646	0.153994	0.0198595	0.046718	0.0329841	0.00924899	0.0614637	0.0204847	0.0327747	0.0108379	0.889065	0.0229765	0.0614733	0.858254	0.0160332	0.0125207	0.013188	0.0110269	0.0535185	0.020405	0.879315	0.866606	0.0177398	0.0299885	0.0894116	0.902527	0.0297486	0.0289302	0.0347728	0.0441729	0.0997493	0.925381	0.0361948	0.0244556	0.0264179	0.0562569	0.0486679	0.0324219	0.0246271	0.910048	0.0321867	0.0129943	0.0160809	0.0317802	0.0459357	0.00736223	0.90256	0.00527512	0.752137	0.0250936	0.0101814	0.0366787	0.00483585	0.0308856	0.0566344	0.901169	0.0345936	0.0110719	0.0358109	0.0451838	0.0368225	0.166677	0.0792788	0.00755254
V23_S7	0.0263789	0.0546578	0.0427063	0.240611	0.859805	0.13649	0.0333178	0.0413672	0.0307714	0.069661	0.958487	0.905361	0.0854129	0.0661616	0.0327391	0.127887	0.0404808	0.0434249	0.0163051	0.0923979	0.0446372	0.0269009	0.120797	0.910424	0.0299985	0.0521571	0.0530108	0.0313296	0.0394993	0.0401806	0.0522416	0.888444	0.0661248	0.0467139	0.0388785	0.163262	0.258926	0.0661752	0.0469117	0.0828372	0.0594908	0.329664	0.110151	0.0271735	0.0626958	0.167965	0.0301415	0.0680329	0.0593053	0.0730656	0.0671277	0.042407	0.894759	0.0661258	0.074377	0.0754932	0.0274764	0.105416	0.0983441	0.0290761	0.0812256	0.836584	0.259679	0.0633077	0.0658959	0.0314853	0.923296	0.0480445	0.0511868	0.0284261	0.0479696	0.845683	0.0423814	0.0708165	0.0231811	0.0387296	0.365704	0.0127126	0.0336838	0.172318	0.0502288	0.30532	0.0382535	0.0158264	0.0574336	0.237483	0.0366695	0.0634189	0.051213	0.0133567	0.0965531	0.071478	0.0529869	0.0154527	0.89663	0.0323241	0.0975933	0.886293	0.0236898	0.0333704	0.0429505	0.0248181	0.212562	0.0308702	0.888048	0.868	0.0218546	0.0447144	0.12794	0.907541	0.0430374	0.0446518	0.0539418	0.0582297	0.185561	0.908967	0.0412989	0.0466307	0.0523376	0.0871839	0.0775945	0.0494661	0.0525057	0.908069	0.0542015	0.0109486	0.0487998	0.0367993	0.0494085	0.0238405	0.906806	0.00624937	0.721334	0.0518138	0.0248411	0.0377836	0.0053372	0.0431458	0.070617	0.877415	0.0859829	0.0334259	0.0637265	0.0340104	0.0430258	0.164942	0.122084	0.0228203
V23_S8	0.00927951	0.037265	0.0397724	0.0803021	0.8669	0.117922	0.0228691	0.0397341	0.0155204	0.0517889	0.943809	0.905	0.0598614	0.055961	0.0108966	0.0978964	0.0208876	0.0428729	0.0134899	0.0839482	0.022785	0.0129001	0.112611	0.897096	0.0159084	0.0364116	0.0328768	0.0182745	0.0265462	0.0164788	0.0337783	0.866323	0.0465264	0.039883	0.0274815	0.0972041	0.175837	0.0566072	0.0271193	0.0707076	0.0409501	0.283829	0.0615781	0.0115879	0.0226412	0.0814103	0.015753	0.0480993	0.0362553	0.0634819	0.0419517	0.0110584	0.895759	0.057265	0.0581086	0.0195826	0.0182513	0.0857443	0.0864142	0.00695106	0.0719627	0.871406	0.176494	0.0552543	0.0490624	0.017962	0.943151	0.0387043	0.029621	0.00967109	0.0427367	0.871919	0.0280174	0.05633	0.0158024	0.0144133	0.32008	0.0109315	0.0254836	0.0982275	0.0293389	0.273627	0.0247975	0.0091113	0.0283451	0.166101	0.0181616	0.0492021	0.0350346	0.00574486	0.0706725	0.00805499	0.0308816	0.00949268	0.907838	0.02574	0.070042	0.881332	0.0117396	0.0112644	0.0113041	0.0105494	0.055695	0.0152781	0.880104	0.859941	0.0144582	0.0262062	0.102828	0.906298	0.0310926	0.0231158	0.0401852	0.0410044	0.16752	0.905529	0.039739	0.0247271	0.0290525	0.0655622	0.0514306	0.0308555	0.0289349	0.901724	0.0372985	0.0147809	0.017412	0.0268801	0.0562628	0.00547664	0.911058	0.00397286	0.738963	0.0215199	0.00828978	0.0334397	0.00655377	0.0318104	0.0524396	0.895953	0.042646	0.00980805	0.0356504	0.029184	0.0336443	0.171761	0.066532	0.00534407
V24_S1	0.0351412	0.0564728	0.0916131	0.162022	0.820075	0.183402	0.0215741	0.0435174	0.0690842	0.0892717	0.952626	0.878927	0.100291	0.072763	0.0319384	0.124848	0.0503946	0.0608127	0.0443118	0.192072	0.059788	0.0630932	0.187105	0.872121	0.0677709	0.108671	0.104967	0.0282318	0.0535136	0.138732	0.0732113	0.872693	0.0645844	0.0692372	0.0403773	0.112708	0.270132	0.0724953	0.0860004	0.129903	0.0798771	0.374302	0.256346	0.0261668	0.0365857	0.143724	0.0693517	0.103573	0.0539149	0.0866719	0.0705047	0.0441638	0.890035	0.0918189	0.106893	0.137597	0.106275	0.137402	0.199111	0.0514702	0.162959	0.868717	0.272324	0.0680964	0.106084	0.0521797	0.914246	0.082872	0.0731277	0.0343821	0.0467075	0.837069	0.0340008	0.108451	0.0229963	0.0470522	0.590911	0.0128155	0.0303985	0.150927	0.0749275	0.487512	0.0743212	0.0139265	0.0923089	0.290946	0.0284995	0.0927471	0.0634396	0.0446028	0.137244	0.109601	0.0923079	0.0140575	0.898551	0.0234027	0.134984	0.881429	0.0187039	0.0552984	0.0435424	0.0137641	0.0803051	0.0693661	0.859903	0.89606	0.0171649	0.033852	0.119843	0.925466	0.0598632	0.0827779	0.0609207	0.0796018	0.147376	0.916346	0.0786727	0.0601967	0.0930072	0.0747385	0.118927	0.0881434	0.102584	0.915341	0.0561329	0.0130032	0.186748	0.0374719	0.119598	0.0283327	0.928854	0.0532257	0.635421	0.0731521	0.0469128	0.0359028	0.00974714	0.0616298	0.0960524	0.914741	0.102245	0.0407805	0.102199	0.0382453	0.0741962	0.275022	0.125151	0.0288963
V24_S2	0.0165935	0.0566881	0.0516146	0.112301	0.882555	0.147625	0.0229454	0.0357048	0.0201045	0.0655007	0.949264	0.907718	0.0658496	0.0650817	0.0201143	0.0881957	0.0520055	0.0288835	0.0167753	0.110901	0.041732	0.0274787	0.121312	0.906	0.0194832	0.0474517	0.0584848	0.0266957	0.0438074	0.0213386	0.04163	0.898375	0.0536105	0.0515148	0.0231069	0.0909996	0.251524	0.0654305	0.0518827	0.0883783	0.0507176	0.257186	0.12718	0.0240786	0.0328429	0.0857084	0.0199683	0.0448929	0.0456977	0.0714373	0.0482348	0.0267411	0.919343	0.048782	0.0715051	0.0282018	0.0573387	0.127772	0.110735	0.0226742	0.110529	0.89346	0.250289	0.0659576	0.0651098	0.0266867	0.9171	0.0476602	0.0389299	0.0168639	0.0461031	0.88756	0.0353493	0.0622561	0.0235593	0.0236482	0.50974	0.0117577	0.031895	0.116014	0.039135	0.404791	0.0345891	0.0192784	0.0332557	0.214065	0.0246684	0.0678531	0.0616996	0.0139604	0.107357	0.031879	0.0453809	0.0189284	0.912899	0.0241355	0.107994	0.902534	0.0144288	0.014938	0.0274093	0.0138159	0.0920691	0.0202312	0.859436	0.910196	0.0142635	0.0354618	0.0949292	0.927152	0.0395678	0.0363977	0.0571401	0.0503866	0.118572	0.906753	0.0464914	0.0403259	0.0522986	0.0809119	0.0699472	0.0425765	0.0363378	0.934248	0.0575508	0.0112631	0.0400934	0.0318865	0.0727919	0.00990719	0.934677	0.0122161	0.739374	0.0487278	0.0236764	0.0444753	0.0074492	0.0398929	0.066163	0.926075	0.0464191	0.0162485	0.0568446	0.046037	0.053595	0.196918	0.0958682	0.00943446
