sample	probe_id	CpG_meth	CpG_total	CpG_frac	nonCpG_meth	nonCpG_total	nonCpG_frac	n_reads	n_reads_with_CpG
V21_S12	cg14489801	12	62	0.193548	19	378	0.0502646	12	12
V21_S12	cg14712186	232	3110	0.0745981	214	5890	0.0363328	204	204
V21_S12	cg14743594	2132	4386	0.486092	525	8961	0.0585872	274	274
V21_S12	cg14861089	47	620	0.0758065	109	1326	0.0822021	37	37
V21_S12	cg15044248	5	270	0.0185185	11	875	0.0125714	23	23
V21_S12	cg15267232	63	517	0.121857	30	1224	0.0245098	31	31
V21_S12	cg15467646	456	1620	0.281481	239	4649	0.0514089	129	129
V21_S12	cg15576900	97	1720	0.0563953	257	4965	0.0517623	151	151
V21_S12	cg15778437	81	1292	0.0626935	190	3720	0.0510753	107	107
V21_S12	cg15836635	277	2570	0.107782	437	8685	0.0503166	254	254
V21_S12	cg15994026	149	1284	0.116044	376	3541	0.106185	101	101
V21_S12	cg16150752	176	965	0.182383	149	1974	0.0754813	57	57
V21_S12	cg16328106	21	169	0.12426	13	590	0.0220339	20	20
V21_S12	cg16732616	15	530	0.0283019	14	913	0.0153341	26	26
V21_S12	cg16779463	83	1898	0.0437302	234	5710	0.0409807	155	154
V21_S12	cg16926316	482	509	0.946955	41	2061	0.0198933	49	49
V21_S12	cg17031478	26	601	0.0432612	85	1621	0.0524368	43	43
V21_S12	cg17712694	268	2145	0.124942	158	4143	0.0381366	124	124
V21_S12	cg17774001	361	388	0.930412	83	2901	0.0286108	81	81
V21_S12	cg17812788	64	567	0.112875	141	1282	0.109984	35	35
V21_S12	cg17839237	13	283	0.0459364	35	1000	0.035	28	28
V21_S12	cg17872757	115	1045	0.110048	157	2842	0.0552428	86	86
V21_S12	cg17969084	23	1292	0.0178019	65	3754	0.0173149	116	116
V21_S12	cg18091469	6	130	0.0461538	14	463	0.0302376	18	18
V21_S12	cg18206027	44	608	0.0723684	32	1422	0.0225035	46	46
V21_S12	cg18621142	542	614	0.882736	91	2878	0.0316192	79	79
V21_S12	cg18751958	731	818	0.893643	104	2844	0.0365682	69	69
V21_S12	cg18816098	19	376	0.0505319	46	1098	0.0418944	33	33
V21_S12	cg19497031	549	5659	0.0970136	524	10904	0.0480558	363	363
V21_S12	cg19807257	93	464	0.200431	148	1519	0.0974325	47	47
V21_S12	cg19882915	617	671	0.919523	80	3128	0.0255754	75	75
V21_S12	cg20072442	218	2912	0.0748626	429	8804	0.0487279	243	243
V21_S12	cg20079899	213	1603	0.132876	249	4307	0.0578129	126	126
V21_S12	cg20183619	401	3710	0.108086	389	11858	0.0328049	332	331
V21_S12	cg20295992	155	2227	0.0696004	334	7697	0.0433935	238	238
V21_S12	cg20449590	96	484	0.198347	33	1301	0.0253651	39	39
V21_S12	cg20690085	570	626	0.910543	140	3369	0.0415554	87	87
V21_S12	cg20872937	304	4601	0.0660726	459	12495	0.0367347	345	345
V21_S12	cg20980783	303	4244	0.0713949	422	10950	0.0385388	314	314
V21_S12	cg21038156	438	4027	0.108766	429	9766	0.0439279	305	305
V21_S12	cg21039708	60	598	0.100334	79	1815	0.0435262	54	54
V21_S12	cg21185289	790	5607	0.140895	874	15979	0.0546968	464	464
V21_S12	cg21277995	502	5901	0.0850703	540	11209	0.0481756	365	365
V21_S12	cg21790626	52	452	0.115044	58	1268	0.0457413	37	37
V21_S12	cg21898844	634	670	0.946269	80	3476	0.023015	104	104
V21_S12	cg21929943	90	872	0.103211	120	2678	0.0448096	69	69
V21_S12	cg22231056	9	377	0.0238727	34	1203	0.0282627	36	36
V21_S12	cg22399133	14	313	0.0447284	78	1033	0.0755082	28	28
V21_S12	cg22868282	131	1789	0.0732253	285	4971	0.0573325	159	159
V21_S12	cg23026864	23	600	0.0383333	20	1263	0.0158353	35	35
V21_S12	cg23164203	34	528	0.0643939	117	2075	0.0563855	56	56
V21_S12	cg23871697	681	723	0.941909	117	2754	0.0424837	63	63
V21_S12	cg23912454	77	450	0.171111	120	1175	0.102128	32	32
V21_S12	cg23960736	47	68	0.691176	42	2017	0.020823	60	55
V21_S12	cg24221648	52	622	0.0836013	61	1257	0.0485282	40	40
V21_S12	cg24292235	45	1223	0.0367948	109	3384	0.0322104	101	101
V21_S12	cg24416513	21	692	0.0303468	18	881	0.0204313	29	29
V21_S12	cg24507921	9	210	0.0428571	50	1485	0.03367	38	38
V21_S12	cg24632241	1	26	0.0384615	0	124	0	4	4
V21_S12	cg24761507	1494	14309	0.10441	2296	49535	0.0463511	1486	1484
V21_S12	cg24831879	660	705	0.93617	66	3628	0.0181918	86	86
V21_S12	cg25200152	25	391	0.0639386	67	1258	0.0532591	43	43
V21_S12	cg25875213	53	1182	0.0448393	133	3573	0.0372236	115	115
V21_S12	cg25884711	348	2902	0.119917	414	8900	0.0465169	252	252
V21_S12	cg26121782	13	492	0.0264228	34	1181	0.0287892	29	29
V21_S12	cg26682580	300	3428	0.0875146	355	8885	0.039955	256	256
V21_S12	cg27200446	1330	4326	0.307443	589	12202	0.0482708	354	354
V21_S12	cg27393010	67	583	0.114923	37	1732	0.0213626	46	46
V21_S12	cg27577527	10	212	0.0471698	91	907	0.100331	26	26
V21_S13	cg00002719	78	698	0.111748	53	2478	0.0213882	87	87
V21_S13	cg00469207	245	1230	0.199187	153	3485	0.0439024	103	103
V21_S13	cg00582524	100	585	0.17094	43	1764	0.0243764	56	56
V21_S13	cg00995986	111	222	0.5	0	1841	0	52	49
V21_S13	cg01163404	658	802	0.820449	13	4034	0.00322261	116	116
V21_S13	cg01419831	838	2826	0.296532	85	8174	0.0103988	262	262
V21_S13	cg01452847	40	798	0.0501253	30	1760	0.0170455	54	54
V21_S13	cg01576677	149	1765	0.0844193	96	3748	0.0256137	123	123
V21_S13	cg02467990	40	457	0.0875274	2	941	0.0021254	33	33
V21_S13	cg02511231	1730	11310	0.152962	443	28066	0.0157842	929	929
V21_S13	cg02571204	520	608	0.855263	30	2375	0.0126316	79	76
V21_S13	cg02699898	1080	1243	0.868866	93	4889	0.0190223	126	126
V21_S13	cg02919936	1273	8050	0.158137	385	22100	0.0174208	686	686
V21_S13	cg03011535	906	5565	0.162803	34	13840	0.00245665	460	460
V21_S13	cg03217795	143	2060	0.0694175	40	4551	0.00878928	154	154
V21_S13	cg03257575	116	578	0.200692	22	1535	0.0143322	52	52
V21_S13	cg03401096	106	2334	0.0454156	4	5644	0.000708717	188	188
V21_S13	cg03502002	10	373	0.0268097	5	750	0.00666667	24	24
V21_S13	cg03563667	8	675	0.0118519	2	1472	0.0013587	44	44
V21_S13	cg03735888	477	1724	0.276682	35	5715	0.00612423	176	176
V21_S13	cg04123776	168	983	0.170905	100	3192	0.0313283	98	98
V21_S13	cg04261408	126	638	0.197492	2	1396	0.00143266	51	51
V21_S13	cg04281464	512	1596	0.320802	69	4953	0.013931	149	149
V21_S13	cg04869380	294	340	0.864706	4	2764	0.00144718	70	67
V21_S13	cg04904331	437	2637	0.165719	165	6002	0.0274908	199	199
V21_S13	cg05057720	258	1174	0.219761	95	2678	0.0354742	78	78
V21_S13	cg05166490	1048	5181	0.202278	208	11068	0.0187929	363	363
V21_S13	cg05302386	199	4256	0.0467575	157	12830	0.0122369	384	384
V21_S13	cg05374412	355	2102	0.168887	259	6336	0.0408775	187	187
V21_S13	cg05377226	136	2135	0.0637002	135	5320	0.0253759	176	176
V21_S13	cg05917460	574	3541	0.162101	150	11384	0.0131764	366	366
V21_S13	cg06013113	659	745	0.884564	8	3060	0.00261438	85	85
V21_S13	cg06382344	434	3935	0.110292	54	6370	0.00847724	229	229
V21_S13	cg06463958	1244	8037	0.154784	331	23124	0.0143141	736	736
V21_S13	cg06530490	231	2273	0.101628	57	5220	0.0109195	170	170
V21_S13	cg06590173	66	201	0.328358	2	1710	0.00116959	57	51
V21_S13	cg06825142	5092	10840	0.469742	485	28244	0.0171718	857	853
V21_S13	cg06962944	140	934	0.149893	42	2626	0.0159939	81	81
V21_S13	cg07790615	1421	5371	0.264569	275	10658	0.0258022	378	378
V21_S13	cg07915921	105	682	0.153959	4	1603	0.00249532	53	53
V21_S13	cg08382226	486	3253	0.149401	148	9778	0.015136	325	325
V21_S13	cg08548396	1268	2278	0.556629	30	6638	0.00451943	212	212
V21_S13	cg08566455	166	672	0.247024	5	1286	0.00388802	33	33
V21_S13	cg08862890	232	1051	0.220742	27	3341	0.00808141	105	105
V21_S13	cg08934785	75	510	0.147059	25	2512	0.00995223	78	78
V21_S13	cg09250933	229	728	0.31456	7	3032	0.00230871	80	80
V21_S13	cg09493505	797	4264	0.186914	96	9747	0.00984918	325	325
V21_S13	cg10143067	506	1926	0.262721	124	5899	0.0210205	196	195
V21_S13	cg10249375	242	1748	0.138444	7	6047	0.0011576	181	181
V21_S13	cg10512745	2302	15768	0.145992	887	46676	0.0190033	1595	1594
V21_S13	cg11014373	95	1612	0.058933	8	4190	0.00190931	151	151
V21_S13	cg11017065	386	2329	0.165736	219	5837	0.0375193	202	202
V21_S13	cg11314310	1001	1150	0.870435	20	3915	0.00510856	126	126
V21_S13	cg11561737	476	2941	0.16185	110	7034	0.0156383	246	246
V21_S13	cg11601252	3723	19206	0.193846	738	51430	0.0143496	1671	1671
V21_S13	cg11660826	233	1012	0.230237	64	2487	0.0257338	85	85
V21_S13	cg11942956	109	500	0.218	8	944	0.00847458	28	28
V21_S13	cg11957331	644	3192	0.201754	12	7282	0.0016479	255	255
V21_S13	cg12042659	202	695	0.290647	59	2228	0.0264811	72	72
V21_S13	cg12074025	269	1149	0.234117	29	3432	0.00844988	104	104
V21_S13	cg12483476	1562	5229	0.298719	185	9753	0.0189685	315	315
V21_S13	cg12528056	1051	1285	0.817899	9	3075	0.00292683	84	84
V21_S13	cg12928379	638	1340	0.476119	61	3887	0.0156933	121	121
V21_S13	cg12974388	1763	15440	0.114184	685	46114	0.0148545	1488	1484
V21_S13	cg13314145	1801	7241	0.248723	150	13295	0.0112824	447	447
V21_S13	cg13592399	375	4258	0.0880695	122	14894	0.00819122	456	456
V21_S13	cg13840308	1041	1137	0.915567	17	4343	0.00391434	139	139
V21_S13	cg13912117	1507	7783	0.193627	397	21049	0.0188608	651	651
V21_S13	cg13939859	49	503	0.0974155	8	1022	0.00782779	35	35
V21_S13	cg13958426	1	65	0.0153846	0	225	0	8	8
V21_S13	cg14038391	304	1632	0.186275	72	4035	0.0178439	118	118
V21_S13	cg14050824	948	1268	0.747634	13	4427	0.00293653	119	119
V21_S13	cg14123923	69	667	0.103448	1	1180	0.000847458	41	41
V21_S13	cg14168530	1227	5084	0.241345	161	12726	0.0126513	413	413
V21_S13	cg14186641	225	6127	0.0367227	131	12615	0.0103845	440	440
V21_S13	cg14327531	70	397	0.176322	24	1191	0.0201511	44	44
V21_S13	cg14394692	2711	4881	0.555419	135	12768	0.0105733	362	362
V21_S13	cg14458834	185	613	0.301794	3	1124	0.00266904	38	38
V21_S13	cg14473102	33	675	0.0488889	2	1181	0.00169348	31	31
V21_S13	cg14489801	45	142	0.316901	1	836	0.00119617	25	25
V21_S13	cg14712186	718	3951	0.181726	163	7004	0.0232724	253	253
V21_S13	cg14743594	2914	5451	0.534581	241	10479	0.0229984	351	351
V21_S13	cg14861089	62	1086	0.0570902	0	2083	0	65	65
V21_S13	cg15044248	18	268	0.0671642	0	747	0	22	22
V21_S13	cg15267232	129	802	0.160848	2	1775	0.00112676	54	54
V21_S13	cg15467646	825	2529	0.326216	121	6858	0.0176436	203	203
V21_S13	cg15576900	425	3114	0.13648	154	7909	0.0194715	263	263
V21_S13	cg15778437	265	1453	0.182381	162	4319	0.0375087	128	128
V21_S13	cg15836635	711	4110	0.172993	50	13447	0.0037183	408	408
V21_S13	cg15994026	89	1943	0.0458055	31	5176	0.00598918	167	167
V21_S13	cg16150752	429	1383	0.310195	36	2589	0.013905	85	85
V21_S13	cg16328106	124	523	0.237094	52	1424	0.0365169	53	53
V21_S13	cg16732616	147	1021	0.143976	15	1750	0.00857143	55	55
V21_S13	cg16779463	570	3070	0.185668	78	8436	0.00924609	262	262
V21_S13	cg16926316	718	774	0.927649	32	3174	0.0100819	81	81
V21_S13	cg17031478	40	833	0.0480192	27	1898	0.0142255	61	61
V21_S13	cg17712694	716	3261	0.219565	125	6274	0.0199235	203	203
V21_S13	cg17774001	358	422	0.848341	22	3251	0.00676715	99	98
V21_S13	cg17812788	47	563	0.0834813	84	1129	0.0744021	38	38
V21_S13	cg17839237	33	466	0.0708155	0	1514	0	49	49
V21_S13	cg17872757	292	1422	0.205345	34	3456	0.00983796	115	115
V21_S13	cg17969084	86	2029	0.0423854	53	6496	0.00815887	215	215
V21_S13	cg18091469	116	251	0.462151	36	1007	0.0357498	33	33
V21_S13	cg18206027	146	777	0.187902	78	1878	0.0415335	62	62
V21_S13	cg18621142	329	450	0.731111	3	2242	0.00133809	71	71
V21_S13	cg18751958	941	1048	0.897901	100	3611	0.0276932	83	83
V21_S13	cg18816098	11	579	0.0189983	0	1720	0	52	52
V21_S13	cg19497031	655	7772	0.0842769	321	13720	0.0233965	486	486
V21_S13	cg19807257	303	989	0.30637	67	3195	0.0209703	98	98
V21_S13	cg19882915	685	794	0.86272	9	3604	0.00249723	94	94
V21_S13	cg20072442	625	4085	0.152999	132	11362	0.0116177	374	374
V21_S13	cg20079899	657	3022	0.217406	199	7517	0.0264733	252	252
V21_S13	cg20183619	474	4796	0.0988324	362	14760	0.0245257	455	454
V21_S13	cg20295992	564	3489	0.161651	241	10978	0.021953	354	353
V21_S13	cg20449590	272	914	0.297593	3	2435	0.00123203	83	83
V21_S13	cg20690085	298	349	0.853868	42	1946	0.0215827	57	57
V21_S13	cg20872937	823	5822	0.14136	181	15229	0.0118852	466	466
V21_S13	cg20980783	1800	6593	0.273017	165	15569	0.010598	494	494
V21_S13	cg21038156	692	5003	0.138317	94	11209	0.00838612	373	373
V21_S13	cg21039708	73	701	0.104137	7	2001	0.00349825	62	62
V21_S13	cg21185289	1827	7948	0.229869	297	20964	0.0141671	678	678
V21_S13	cg21277995	2369	9277	0.255363	286	16758	0.0170665	604	604
V21_S13	cg21790626	211	611	0.345336	67	1668	0.0401679	54	54
V21_S13	cg21898844	632	721	0.87656	119	4266	0.027895	116	115
V21_S13	cg21929943	162	1089	0.14876	66	3149	0.020959	93	93
V21_S13	cg22231056	20	523	0.0382409	36	1631	0.0220723	54	54
V21_S13	cg22399133	143	601	0.237937	39	1908	0.0204403	54	54
V21_S13	cg22868282	96	2222	0.0432043	143	5642	0.0253456	216	216
V21_S13	cg23026864	151	1295	0.116602	1	2725	0.000366972	81	81
V21_S13	cg23164203	53	656	0.0807927	1	2590	0.0003861	76	76
V21_S13	cg23871697	1106	1211	0.913295	106	4701	0.0225484	112	112
V21_S13	cg23912454	11	607	0.0181219	19	1562	0.0121639	51	51
V21_S13	cg23960736	40	79	0.506329	97	2281	0.0425252	73	65
V21_S13	cg24221648	150	754	0.198939	5	1462	0.00341997	49	49
V21_S13	cg24292235	262	1938	0.135191	41	4957	0.00827113	165	165
V21_S13	cg24416513	66	908	0.0726872	41	1152	0.0355903	42	42
V21_S13	cg24507921	6	292	0.0205479	2	2074	0.00096432	58	58
V21_S13	cg24632241	42	301	0.139535	48	753	0.063745	25	25
V21_S13	cg24761507	3034	19541	0.155263	648	62630	0.0103465	2055	2053
V21_S13	cg24831879	627	723	0.86722	15	3608	0.00415743	90	90
V21_S13	cg25200152	38	387	0.0981912	0	1423	0	46	46
V21_S13	cg25875213	190	2295	0.0827887	101	6374	0.0158456	206	206
V21_S13	cg25884711	1199	4048	0.296196	82	12217	0.00671196	379	379
V21_S13	cg26121782	189	839	0.225268	9	1657	0.0054315	55	55
V21_S13	cg26682580	664	5221	0.127179	167	13070	0.0127774	413	413
V21_S13	cg27200446	1627	5100	0.31902	267	13887	0.0192266	464	464
V21_S13	cg27393010	96	847	0.113341	66	2594	0.0254433	76	76
V21_S13	cg27577527	49	584	0.0839041	63	2351	0.0267971	70	70
V21_S14	cg00002719	12	542	0.0221402	43	1988	0.0216298	59	59
V21_S14	cg00469207	97	1043	0.093001	52	2945	0.017657	80	80
V21_S14	cg00582524	31	513	0.0604288	33	1721	0.0191749	45	45
V21_S14	cg00995986	35	288	0.121528	101	2468	0.0409238	65	58
V21_S14	cg01163404	577	659	0.875569	1	3511	0.000284819	91	91
V21_S14	cg01419831	484	2730	0.177289	111	8585	0.0129295	249	249
V21_S14	cg01452847	82	845	0.0970414	88	2003	0.0439341	58	58
V21_S14	cg01576677	150	1369	0.109569	4	3137	0.0012751	89	89
V21_S14	cg02467990	7	300	0.0233333	1	821	0.00121803	23	23
V21_S14	cg02511231	894	9920	0.090121	267	24696	0.0108115	741	741
V21_S14	cg02571204	668	698	0.95702	32	2586	0.0123743	83	83
V21_S14	cg02699898	1032	1180	0.874576	3	4689	0.000639795	111	111
V21_S14	cg02919936	578	6386	0.0905105	144	18372	0.00783801	490	490
V21_S14	cg03011535	220	3637	0.0604894	6	9633	0.000622859	256	256
V21_S14	cg03217795	82	1138	0.0720562	79	2585	0.0305609	76	76
V21_S14	cg03257575	89	465	0.191398	28	1556	0.0179949	41	41
V21_S14	cg03401096	190	2280	0.0833333	64	5732	0.0111654	163	163
V21_S14	cg03502002	11	170	0.0647059	0	363	0	11	11
V21_S14	cg03563667	40	303	0.132013	55	686	0.0801749	18	18
V21_S14	cg03735888	109	659	0.165402	30	2331	0.01287	64	64
V21_S14	cg04123776	94	898	0.104677	145	3143	0.0461343	87	87
V21_S14	cg04261408	28	393	0.0712468	0	979	0	30	30
V21_S14	cg04281464	267	1694	0.157615	44	5463	0.00805418	145	145
V21_S14	cg04869380	338	390	0.866667	5	3522	0.00141965	76	76
V21_S14	cg04904331	153	2030	0.0753695	5	5024	0.000995223	150	150
V21_S14	cg05057720	37	678	0.0545723	1	1505	0.000664452	45	45
V21_S14	cg05166490	392	3772	0.103924	64	9533	0.00671352	262	262
V21_S14	cg05302386	136	2339	0.0581445	167	7729	0.0216069	211	211
V21_S14	cg05374412	106	2155	0.0491879	49	7233	0.00677451	187	187
V21_S14	cg05377226	22	953	0.023085	21	2543	0.00825796	74	74
V21_S14	cg05917460	181	2984	0.0606568	121	10874	0.0111275	284	284
V21_S14	cg06013113	625	698	0.895415	6	3830	0.00156658	87	87
V21_S14	cg06382344	283	2480	0.114113	60	4414	0.0135931	126	126
V21_S14	cg06463958	615	7792	0.0789271	259	23739	0.0109103	656	656
V21_S14	cg06530490	52	1769	0.0293951	28	4286	0.0065329	129	129
V21_S14	cg06590173	15	119	0.12605	42	1280	0.0328125	33	29
V21_S14	cg06825142	1884	6087	0.309512	63	19055	0.00330622	529	529
V21_S14	cg06962944	64	781	0.0819462	0	2048	0	59	59
V21_S14	cg07790615	384	4210	0.0912114	161	9025	0.0178393	268	268
V21_S14	cg07915921	106	689	0.153846	0	1672	0	46	46
V21_S14	cg08382226	174	2572	0.0676516	84	8650	0.00971098	248	247
V21_S14	cg08548396	675	1784	0.378363	155	5307	0.0292067	150	150
V21_S14	cg08566455	106	664	0.159639	3	1330	0.00225564	28	28
V21_S14	cg08862890	24	786	0.0305344	3	2396	0.00125209	71	71
V21_S14	cg08934785	11	471	0.0233546	1	2413	0.000414422	66	66
V21_S14	cg09250933	61	782	0.0780051	1	3397	0.000294377	87	87
V21_S14	cg09493505	133	3112	0.0427378	98	7639	0.0128289	224	224
V21_S14	cg10143067	130	1569	0.0828553	1	5344	0.000187126	155	155
V21_S14	cg10249375	162	2091	0.0774749	183	7356	0.0248777	189	189
V21_S14	cg10512745	1422	13256	0.107272	496	45500	0.0109011	1356	1354
V21_S14	cg11014373	84	1196	0.0702341	101	4345	0.0232451	127	127
V21_S14	cg11017065	58	1545	0.0375405	123	4432	0.0277527	133	133
V21_S14	cg11314310	749	828	0.904589	5	3055	0.00163666	86	86
V21_S14	cg11561737	267	2774	0.0962509	108	6661	0.0162138	204	204
V21_S14	cg11601252	1679	14167	0.118515	483	41097	0.0117527	1205	1205
V21_S14	cg11660826	14	781	0.0179257	19	2404	0.00790349	68	68
V21_S14	cg11942956	23	476	0.0483193	29	920	0.0315217	25	25
V21_S14	cg11957331	322	2157	0.149281	112	5720	0.0195804	170	170
V21_S14	cg12042659	91	360	0.252778	46	1337	0.0344054	37	37
V21_S14	cg12074025	1	576	0.00173611	2	2022	0.00098912	54	54
V21_S14	cg12483476	713	3218	0.221566	70	7223	0.00969126	202	202
V21_S14	cg12528056	1664	1865	0.892225	64	4538	0.0141031	116	116
V21_S14	cg12928379	284	859	0.330617	3	2742	0.00109409	79	79
V21_S14	cg12974388	1354	14290	0.0947516	354	47348	0.00747656	1308	1306
V21_S14	cg13314145	682	5708	0.119481	215	11719	0.0183463	324	324
V21_S14	cg13592399	189	3310	0.0570997	188	12156	0.0154656	328	328
V21_S14	cg13840308	1006	1070	0.940187	34	4067	0.00835997	117	117
V21_S14	cg13912117	665	6977	0.0953132	343	19069	0.0179873	531	531
V21_S14	cg13939859	58	490	0.118367	46	975	0.0471795	30	30
V21_S14	cg13958426	0	50	0	0	159	0	6	6
V21_S14	cg14038391	40	1037	0.0385728	0	3337	0	84	84
V21_S14	cg14050824	890	1017	0.875123	16	3661	0.00437039	95	95
V21_S14	cg14123923	7	413	0.0169492	1	670	0.00149254	25	25
V21_S14	cg14168530	476	4320	0.110185	238	11878	0.020037	336	336
V21_S14	cg14186641	239	4676	0.0511121	217	10565	0.0205395	310	310
V21_S14	cg14327531	14	473	0.0295983	1	1609	0.000621504	46	46
V21_S14	cg14394692	1408	2845	0.494903	62	7276	0.00852117	207	207
V21_S14	cg14458834	3	378	0.00793651	0	998	0	20	20
V21_S14	cg14473102	31	648	0.0478395	54	1139	0.04741	31	31
V21_S14	cg14489801	6	50	0.12	0	335	0	6	6
V21_S14	cg14712186	209	3091	0.0676157	56	6034	0.00928074	195	195
V21_S14	cg14743594	1586	3517	0.450953	69	7372	0.00935974	211	211
V21_S14	cg14861089	24	797	0.0301129	34	1540	0.0220779	46	46
V21_S14	cg15044248	18	192	0.09375	39	725	0.0537931	20	20
V21_S14	cg15267232	53	750	0.0706667	1	1736	0.000576037	49	49
V21_S14	cg15467646	462	1695	0.272566	27	5143	0.00524985	128	128
V21_S14	cg15576900	169	2044	0.082681	79	5822	0.0135692	162	162
V21_S14	cg15778437	156	1360	0.114706	54	4195	0.0128725	113	113
V21_S14	cg15836635	181	2900	0.0624138	142	10521	0.0134968	292	292
V21_S14	cg15994026	46	1763	0.0260919	151	5039	0.0299663	142	142
V21_S14	cg16150752	125	570	0.219298	0	1043	0	34	34
V21_S14	cg16328106	0	320	0	0	1009	0	30	30
V21_S14	cg16732616	58	419	0.138425	47	756	0.0621693	20	20
V21_S14	cg16779463	65	2031	0.0320039	35	6371	0.00549364	164	164
V21_S14	cg16926316	576	630	0.914286	51	2693	0.018938	60	60
V21_S14	cg17031478	36	854	0.0421546	2	2083	0.000960154	55	55
V21_S14	cg17712694	357	1929	0.18507	8	3636	0.00220022	107	107
V21_S14	cg17774001	374	437	0.855835	12	3224	0.00372208	87	85
V21_S14	cg17812788	2	382	0.0052356	1	848	0.00117925	21	21
V21_S14	cg17839237	3	289	0.0103806	1	1025	0.00097561	25	25
V21_S14	cg17872757	20	1100	0.0181818	0	3328	0	97	97
V21_S14	cg17969084	10	1405	0.00711744	41	4626	0.00886295	124	124
V21_S14	cg18091469	42	224	0.1875	1	857	0.00116686	21	21
V21_S14	cg18206027	7	548	0.0127737	0	1397	0	39	39
V21_S14	cg18621142	584	714	0.817927	14	3298	0.004245	86	86
V21_S14	cg18751958	782	873	0.895762	8	3046	0.0026264	67	67
V21_S14	cg18816098	16	476	0.0336134	39	1381	0.0282404	42	42
V21_S14	cg19497031	191	5135	0.0371957	14	10145	0.00137999	327	327
V21_S14	cg19807257	95	903	0.105205	1	3017	0.000331455	70	70
V21_S14	cg19882915	705	749	0.941255	9	3465	0.0025974	84	84
V21_S14	cg20072442	219	3335	0.0656672	87	9625	0.00903896	273	273
V21_S14	cg20079899	131	2298	0.0570061	146	6238	0.0234049	174	174
V21_S14	cg20183619	298	4422	0.0673903	315	14553	0.021645	394	394
V21_S14	cg20295992	213	3164	0.0673198	158	10695	0.0147733	289	289
V21_S14	cg20449590	125	688	0.181686	8	2251	0.00355398	58	58
V21_S14	cg20690085	553	589	0.938879	1	3112	0.000321337	83	83
V21_S14	cg20872937	438	5042	0.0868703	170	13945	0.0121907	390	390
V21_S14	cg20980783	332	4511	0.0735979	203	12044	0.0168549	345	345
V21_S14	cg21038156	213	3518	0.0605458	49	8126	0.00603003	245	245
V21_S14	cg21039708	61	545	0.111927	2	1659	0.00120555	46	46
V21_S14	cg21185289	806	6052	0.133179	499	17699	0.0281937	475	475
V21_S14	cg21277995	342	6027	0.0567446	243	12902	0.0188343	385	385
V21_S14	cg21790626	31	370	0.0837838	5	946	0.00528541	29	29
V21_S14	cg21898844	494	516	0.957364	8	3032	0.00263852	82	82
V21_S14	cg21929943	72	876	0.0821918	56	2702	0.0207254	69	69
V21_S14	cg22231056	0	629	0	0	2029	0	58	58
V21_S14	cg22399133	26	443	0.0586907	48	1686	0.0284698	37	37
V21_S14	cg22868282	82	2040	0.0401961	2	5902	0.000338868	172	172
V21_S14	cg23026864	81	445	0.182022	63	1024	0.0615234	27	27
V21_S14	cg23164203	25	602	0.0415282	2	2313	0.000864678	63	63
V21_S14	cg23871697	808	890	0.907865	24	3505	0.00684736	74	74
V21_S14	cg23912454	40	458	0.0873362	41	1229	0.0333605	35	35
V21_S14	cg23960736	46	96	0.479167	2	2425	0.000824742	66	65
V21_S14	cg24221648	103	850	0.121176	19	1621	0.0117212	46	46
V21_S14	cg24292235	31	1238	0.0250404	1	3629	0.000275558	104	104
V21_S14	cg24416513	39	638	0.0611285	0	888	0	26	26
